medio,fecha,titulo,nivel,estado,chars,segundos,url_final,error,texto
NTRGuadalajara,04/02/2021,Piden no imponer ciclovía en Gigantes,trafilatura,trafilatura,1134,0.4,https://www.ntrguadalajara.com/post.php?id_nota=161893,,"GUADALAJARA. Vecinos que habitan sobre la calle Gigantes, desde calzada del Ejército y hasta Tetlán, pidieron que el proyecto de una ciclovía sobre la vialidad sea socializado.
NTR recorrió ayer los más de 6 kilómetros donde el ayuntamiento tapatío proyecta realizar la ciclovía y constató que sí hay algunas lonas que advierten del proyecto; sin embargo, habitantes acusaron que no se les ha informado.
La zona en donde la renuencia al proyecto es mayor es en el barrio de San Andrés. Ahí comerciantes establecidos afirmaron que una vía para ciclistas atentará contra su clientela, pues se eliminarán zonas de estacionamiento.
Lo que más molesta a los colonos de este trayecto es que el gobierno de Guadalajara no los ha tomado en cuenta, por lo que consideraron prudente y correcto que se establezca un diálogo o consulta.
“Somos quienes vivimos aquí y un proyecto (como ese) lejos de perjudicar a la mayoría, debe beneficiarla”, dijo un vecino.
El proyecto del Ayuntamiento de Guadalajara contempla 6.4 kilómetros de ciclovía en Gigantes, desde la calzada del Ejército y hasta la estación Tetlán de la Línea 2 del Tren Ligero.
jl/I"
UDGTV,04/02/2021,Respaldan grupos ciclistas la nueva ciclovía de 6.4 kilómetros en la calle Gigantes,playwright,playwright,113,5.21,https://udgtv.com/noticias/respaldan-grupos-ciclistas-la-nueva-ciclovia-6-4-kilometros-la-calle-gigantes/,HTTP 404,No se pudo encontrar la página solicitada. Esto podría ser un error ortográfico en la URL o una página eliminada.
EL Occidental,05/02/2021,Rodarán ciclistas para exigir seguridad y justicia,trafilatura,trafilatura,388,0.65,https://oem.com.mx/eloccidental/local/noticias-rodaran-ciclistas-para-exigir-seguridad-y-justicia-15869848,,"Localviernes, 5 de febrero de 2021
La manifestación se llevará a cabo el próximo domingo a partir de las 10 de la mañana y partirá del parque Revolución o Rojo
LOCAL
Mirza Flores acusa a Morena de “grillar” y lucrar políticamente con el tema del agua
El delito por el que fue denunciado Eduardo N, es por acoso sexual
La víctima está protegida y hasta el momento se desconoce su identidad"
Lider 919,05/02/2021,"Buscará Gustavo Flores, efectuar consulta ciudadana sobre la ciclovía de Gigantes",error,error,0,4.64,https://lider919.com/buscara-gustavo-flores-efectuar-consulta-ciudadana-sobre-la-ciclovia-de-gigantes,HTTP 404,
UDGTV,05/02/2021,Ciclistas señalan falta de señalética y cultura vial en ciclovía de calle Gigantes,playwright,playwright,113,6.54,https://udgtv.com/noticias/ciclistas-senalan-falta-senaletica-cultura-vial-ciclovia-calle-gigantes/,HTTP 404,No se pudo encontrar la página solicitada. Esto podría ser un error ortográfico en la URL o una página eliminada.
Canal 44,06/02/2021,Ciclistas señalan falta de señalética y cultura vial en ciclovía de calle Gigantes,error,error,0,15.82,https://www.youtube.com/watch?v=V6u2cbziQnU,,
Canal 44,06/02/2021,Crece robo y asalto a ciclistas por ello convocan a una Rodada por la Seguridad,error,error,0,18.05,https://www.youtube.com/watch?v=2NG6135j_QY,,
Milenio,06/02/2021,"Vecinos de la calle Gigantes se manifiestan, están en contra de Ciclovía",trafilatura,trafilatura,1543,0.4,https://www.milenio.com/politica/comunidad/guadalajara-vecinos-de-la-calle-gigantes-en-contra-de-ciclovia,,"Vecinos de la calle Gigantes en la colonia Revolución del municipio de Guadalajara se dicen en contra de la recién instalada ciclovía, al considerar que el proyecto no fue socializado, y esto traerá más afectaciones que beneficios.
Vecinos indicaron que la reducción de un carril provocará mayor tráfico y esto a su vez provocará más contaminación y caos en esta zona.
Los habitantes de esta colonia refieren que las autoridades deben ser más conscientes en la consolidación de este tipo de proyectos, y pese a que incentivar el uso de la movilidad no motorizada es bueno, deben planear mejor.
“Nos quitaron la calle, porque de por sí ya no se estaciona uno y ahora con esto pues ni modo que hacemos, no, nada más llegaron que iban a hacer eso y ya, pues nada que más hacemos.”, dijo Yolanda, vecina de la colonia.
“Yo estoy inconforme aquí vivo, esta es casa mía, entonces esto que están haciendo a beneficio de quien, a beneficio de ellos porque esto es para robar, esto es para levantar carros y hasta las grúas alcanzan su buena mochada, no casi no.”, comentó Celestino, vecino de la zona.
“No, no, nos perjudica, mucho porque no se pueden parar los de los carros ni nada para hacer la venta de por si está bien solo y luego con esas cosas, no”, manifestó la comerciante María.
Algunos vecinos señalaron que se enteraron de este proyecto únicamente porque les dejaron un volante en su vivienda informando lo que harían, pero no hubo nada más.
La Ciclovía de la Calle Gigantes inicia en Esteban Loera y concluye en Juan de Dios Robledo.
JMH"
Cronica Jalisco,07/02/2021,Ciclistas denuncian surgimiento de bandas especializadas en robo de bicicletas,error,error,0,138.46,chrome-error://chromewebdata/,"ConnectTimeout: HTTPSConnectionPool(host='www.cronicajalisco.com', port=443): Max retries exceeded with url: /notas-ya_van_54_asaltos_a_ciclistas_tan_solo_en_enero_por_ello_realizan_rodada_por_la_seguridad-106411-2021 (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x7f06be431090>, 'Connection to www.cronicajalisco.com timed out. (connect timeout=5)'))",
El informador,09/02/2021,"A pesar de pandemia, MiBici suma 74 al día",trafilatura,trafilatura,2879,0.25,https://www.informador.mx/jalisco/A-pesar-de-pandemia-MiBici-suma-74-al-dia-20210209-0017.html,,"A pesar de pandemia, MiBici suma 74 al dÃa
Los usuarios se inscriben al programa a pesar de la baja de la movilidad en la metrópoli; sin embargo, la cifra es menor a la que se documentó en el primer mes del año pasado
AUMENTO. En enero se integraron al programa dos mil 294 usuarios. EL INFORMADOR â¢ F. ATILANO
FALLAS. Los asientos tambiÃ©n se encuentran en mal estado. EL INFORMADOR â¢ E. OLVERA
PENDIENTES. Los usuarios ven fallas en el estado de las bicis. EL INFORMADOR â¢ F. ATILANO
Pese a que la pandemia ha reducido la movilidad en la Zona Metropolitana de Guadalajara (ZMG), las inscripciones al programa MiBici no han parado.
En enero pasado se registraron dos mil 294 nuevos usuarios: 74 al dÃa, en promedio.
Sin embargo, este indicador es menor al que se documentÃ³ en el primer mes de 2020, cuando se unieron tres mil 850.
âLo que gastas en un mes de transporte pÃºblico lo puedes usar para pagar el aÃ±o de MiBici, ademÃ¡s de que puedes salir a hacer tus pendientes o ir a tu trabajo sin miedo de que te vayan a robar tu propia bicicletaâ, dijo Eduardo, un usuario.
Una de las recomendaciones de la OrganizaciÃ³n Mundial de la Salud (OMS) durante la pandemia de COVID-19 es el uso de la bicicleta, pues esto ayuda a mantener la distancia entre personas y a aligerar la demanda del transporte pÃºblico, ademÃ¡s de que promueve la actividad fÃsica.
La SecretarÃa de Salud estatal indicÃ³ que la actividad fÃsica regular fortalece el sistema inmunolÃ³gico y reduce hasta en 50% el riesgo de desarrollar complicaciones y ser hospitalizado en caso de infectarse de COVID-19.
âEstas enfermedades virales provocan una respuesta inflamatoria en los pulmones. El entrenamiento cardiorrespiratorio, que supone el ejercicio regular, incide en la reserva cardiopulmonar y la capacidad del cuerpo para responder a esta agresiÃ³nâ, indicÃ³.
Actualmente el programa MiBici cuenta con 16 mil 660 usuarios vigentes, que en promedio realizan 210 viajes al mes.
El costo actual de la anualidad es de 428 pesos al aÃ±o (12 pesos mÃ¡s que en 2020).
En noviembre del aÃ±o pasado, este medio de comunicaciÃ³n documentÃ³ las afectaciones a los usuarios por las fallas en la plataforma del programa.
Por ejemplo, en ese entonces Alejandro debÃa renovar la suya de manera automÃ¡tica, pero le informaron que su tarjeta âno pasÃ³â y le suspendieron el servicio.
ESTACIONES
Mantenimiento, dos veces a la semana: AMIM
La vocerÃa de la Agencia Metropolitana de Infraestructura para la Movilidad (AMIM) asegurÃ³ que durante la pandemia dos veces por semana se realizan trabajos de limpieza y sanitizaciÃ³n en las estaciones, ademÃ¡s de que se cuenta con cuadrillas que recorren las 274 ubicadas en Guadalajara, Zapopan y Tlaquepaque.
JL
Lee TambiÃ©n
Recibe las Ãºltimas noticias en tu e-mail
Todo lo que necesitas saber para comenzar tu dÃa
Registrarse implica aceptar los TÃ©rminos y Condiciones"
Notisistema,09/02/2021,Inicia la disputa de la calle Gigantes: ciclovía o autos estacionados,playwright,playwright,252,5.55,https://www.notisistema.com/noticias/inicia-la-disputa-de-la-calle-gigantes-o-ciclovia-o-autos-estacionados/,HTTP 404,"Derechos Reservados - Notisistema 2018 |Defensoría de Audiencia|Aviso de Privacidad

Notisistema utiliza cookies para ofrecerte una mejor experiencia de navegación y entrega de publicidad. Al navegar en nuestro sitio aceptas las cookies que utilizamos."
El informador,10/02/2021,Modificarán seis estaciones de MiBici en Zapopan,trafilatura,trafilatura,2707,0.15,https://www.informador.mx/jalisco/MiBici-Modificaran-seis-estaciones-en-Zapopan-20210210-0132.html,,"ModificarÃ¡n seis estaciones de MiBici en Zapopan
Seis de las 50 estaciones de MiBici en el municipio tendrán un cambio en sus ubicaciones actuales para incrementar el número de viajes de origen y destino
Esta semana se concluirÃ¡n los trabajos para que no afecten a usuarios de MiBici. EL INFORMADOR / ARCHIVO
Con el objetivo de mejorar los parÃ¡metros y optimizar el uso de las estaciones en el polÃgono de Zapopan, seis de las 50 estaciones de MiBici en el municipio tendrÃ¡n un cambio en sus ubicaciones actuales para incrementar el nÃºmero de viajes de origen y destino.
La Agencia Metropolitana de Infraestructura para la Movilidad del AMG (AMIM) informÃ³ que, en coordinaciÃ³n con la DirecciÃ³n de Movilidad del municipio, se ha hecho el movimiento en tres estaciones y esta semana se concluirÃ¡n los trabajos para que no afecten a la circulaciÃ³n de ciclistas o vehÃculos.
âEl cambio se basa en parÃ¡metros tÃ©cnicos como son promedio de viajes diarios, niveles de usabilidad, aprovechamiento, soporte que ofrecen a otras estaciones y el nÃºmero de viajes que genera o recibe en horas picoâ, informÃ³ el Gobierno de Jalisco a travÃ©s de un comunicado.
Por ejemplo, refiriÃ³, la estaciÃ³n ZPN 025 registrÃ³ en el mes de enero el menor nÃºmero de viajes de todo el sistema al generar solo 22 viajes de origen y 15 de destino.
âCon las nuevas ubicaciones se busca maximizar el impacto del Programa de Bicicletas PÃºblicas âMiBiciâ al articular de mejor manera las estaciones con la opciÃ³n de generar viajes intermodales con el transporte pÃºblico y la nueva LÃnea 3 del Tren Ligero, ampliando asÃ las opciones de movilidad para los usuariosâ, aÃ±adiÃ³.
Por Ãºltimo, detallÃ³ que a las y los vecinos y locatarios cercanos a las nuevas ubicaciones se les notificÃ³ ya de los cambios a realizar en sus inmediaciones por parte del programa.
Estaciones que cambian de ubicaciÃ³n:
- ZPN 006 de C. AnÃ¡huac e Independencia cambia a Av. Avila Camacho y Santa Rita
- ZPN 025 de C. Pedro moreno y JesÃºs GarcÃa a Av. Venustiano Carranza y Jose Simeon
- ZPN 015 de C. Sarcofago y PanteÃ³n a Blv. Espuela y Charros
- ZPN 030 de C. Libertad y Francisco Sarabia a Av. Laureles y Francisco Sarabia
- ZPN 014 de C. Juan Manuel y Pino SuÃ¡rez a Av. Laureles y Plata
- ZPN 028 de C. Ejido y Sabino Delgado a Av. Laureles y Fernando Aranguren
EL DATO
El municipio de Zapopan cuenta con 50 estaciones y un total de 790 puertos disponibles, la ubicaciÃ³n y disponibilidad de todas las estaciones de MiBici se puede consultar en https://www.mibici.net/es/mapa/
LS
Lee TambiÃ©n
Recibe las Ãºltimas noticias en tu e-mail
Todo lo que necesitas saber para comenzar tu dÃa
Registrarse implica aceptar los TÃ©rminos y Condiciones"
El informador,10/02/2021,"Con ciclovía, cientos transitan con seguridad al oriente de Guadalajara",trafilatura,trafilatura,3405,0.2,https://www.informador.mx/jalisco/Movilidad-en-Guadalajara-Con-ciclovia-cientos-transitan-con-seguridad-al-oriente-de-la-cuidad-20210210-0104.html,,"Con ciclovÃa, cientos transitan con seguridad al oriente de Guadalajara
Algunos dueños de refaccionarias y tiendas que se encuentran del lado derecho de la calle Gigantes se dicen inconformes con el proyecto vial
La nueva ciclovÃa en Guadalajara tiene un avance hasta la calle San AndrÃ©s. EL INFORMADOR/F. Atilano
Por la vÃa pasan aproximadamente 400 usuarios en bici. EL INFORMADOR/F. Atilano
Adriana GarcÃa utiliza la bicicleta como medio de trabajo en el oriente de la ciudad, pero, para tener mÃ¡s seguridad, en lugar de usar la calle Gigantes usaba otras alternas donde hay menos autos aunque tardara un poco mÃ¡s.
Sin embargo, gracias a la nueva ciclovÃa, que ya tiene avance hasta la calle San AndrÃ©s, Adriana ya puede irse directo y no rodear.
âTengo unos tres aÃ±os que ando en bici. Con la ciclovÃa es mÃ¡s rÃ¡pido y seguro, pues no se te arriman los cochesâ, compartiÃ³.
El oriente de la ciudad ha sido uno de los espacios con menos infraestructura de este tipo. Con la nueva ciclovÃa de Gigantes se sumarÃ¡n 6.4 kilÃ³metros y, a su vez, conectarÃ¡ con otras ciclovÃas y transportes como el Tren Ligero.
Por la calle pasan aproximadamente 400 usuarios en bici, segÃºn informÃ³ Libertad Zavala, directora de Movilidad y Transporte de Guadalajara. Muchos de ellos son adultos mayores.
Como Daniel Ibarra, quien desde hace 10 aÃ±os usa la calle para ir a diferentes lugares que requiere, como tiendas, refaccionaria y trabajo. CoincidiÃ³ con Adriana en que gracias a la ciclovÃa su trayecto es mÃ¡s seguro.
Zavala subrayÃ³ que, aunque son los pocos, tambiÃ©n hay vecinos que han alzado la voz inconformes, sin embargo âhicimos procesos de socializaciÃ³n para hacer el proyecto. Nos contactamos con asociaciones de vecinos. Durante la implementaciÃ³n han salido voces que se oponen pero no son la mayorÃa y lo hemos ido resolviendoâ.
AgregÃ³ que varios de los que se oponen son quienes normalmente se estacionaban del lado derecho, lo que estÃ¡ prohibido en el reglamento, pues fue ese el carril que usaron para la ciclovÃa.
âEn esta calle (entre RamÃ³n LÃ³pez Velarde y Ejido) se hace un embudo para los autos, pues quedÃ³ un solo carril. Entonces, en hora pico se hace mucho trÃ¡ficoâ, resaltÃ³ Hugo BeltrÃ¡n, director de la distribuidora Hugos.
DueÃ±os de refaccionarias y tiendas que se encuentran del lado derecho de la calle tambiÃ©n se dijeron inconformes.
âAhora tenemos que poner los carros enfrente. Pero hasta me multaron por cuatro mil 800 pesos por apartar el lugar y poder trabajar ahÃâ, se quejÃ³ Alfredo Sandoval.
Mientras que MartÃn, dueÃ±o de una abarrotera, agregÃ³ que le afectÃ³ a nivel comercial, pues al menos 30% de su clientela era quienes pasaban por el lugar y se estacionaban a comprar algo.
Por su parte, Elton Osorio, integrante del colectivo Bici Blanca agregÃ³ que âdesde hace muchos aÃ±os hemos luchado por tener mÃ¡s ciclovÃas de este lado de la ciudad y tiene varias ventajas, pues conecta un municipio con otro y tambiÃ©n con la red de infraestructura vial actualâ.
AdemÃ¡s que, desde los colectivos y organizaciones han tenido diÃ¡logo con los vecinos.
âCiclistas hay en todas las calles, una vez que haya la infraestructura aumentarÃ¡ el flujo en las mismas pues serÃ¡ tranquila y seguraâ, dijo.
NR
Lee TambiÃ©n
Recibe las Ãºltimas noticias en tu e-mail
Todo lo que necesitas saber para comenzar tu dÃa
Registrarse implica aceptar los TÃ©rminos y Condiciones"
